Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Fully specified name:fr,Short name:fr,Description:fr,Data class,Data type,Complex data handler,Answers,Members,Allow decimals,Units,Normal low,Normal high,Absolute low,Absolute high,_version:1,_order:1200
d6148ffc-a5fa-4666-9c3c-9196065696a6,,,Select Surgery,Select Surgery,,Sélectionner une chirurgie,Sélectionner une chirurgie,,Misc,Complex,SurgicalBlockObsHandler,,,,,,,,,,
